field_codi_equipament,field_comarca,field_municipi,field_nom_equipament,field_espai_principal
801740007,Osona,Balenyà,PISTES DE TENNIS MUNICIPALS,TEN
801740010,Osona,Balenyà,ROCÒDROM,Altres espais
801740012,Osona,Balenyà,TENNIS TAULA SANT ANTONI,Altres espais
802660002,Osona,El Brull,PISTA POLIESPORTIVA MUNICIPAL,POL
802660004,Osona,El Brull,SALA POLIVALENT EL BRULL,SAL
803700010,Osona,Calldetenes,ÀREA D'ACTIVITAT FÍSICA DEL PG. DE LES ADOBERIES,Altres espais
803700002,Osona,Calldetenes,CAMP I PISTES MUNICIPALS,CAM
803700008,Osona,Calldetenes,CASAL DE LA GENT GRAN,SAL
803700009,Osona,Calldetenes,ESPAI D'ACTIVITAT FÍSICA PL. DE LA ROCA,Altres espais
803700006,Osona,Calldetenes,PAVELLÓ MUNICIPAL EL TORRENTAL,PAV
803700003,Osona,Calldetenes,PISCINA MUNICIPAL,PAL
803700007,Osona,Calldetenes,PISTA DE TENNIS MUNICIPAL,TEN
806730015,Osona,Centelles,CAMP DE FUTBOL MUNICIPAL,CAM
806730016,Osona,Centelles,ÈGORA | CENTELLES. PISCINA MUNICIPAL DE CENTELLES,PCO
806730021,Osona,Centelles,ESPAI D'ACTIVITAT FÍSICA FORTIÀ I SOLÀ,Altres espais
806730011,Osona,Centelles,PAVELLÓ MUNICIPAL D'ESPORTS,PAV
806730013,Osona,Centelles,PISCINA MUNICIPAL D'ESTIU,PAL
806730010,Osona,Centelles,PISTES DE PETANCA MUNICIPALS,PET
806730014,Osona,Centelles,PISTES DE TENNIS MUNICIPALS,TEN
806730022,Osona,Centelles,SKATE PARK,Altres espais
806730012,Osona,Centelles,ZONA ESPORTIVA RDA. DELS ESPORTS,POL
806730023,Osona,Centelles,ZONA FITNESS A L'AIRE LLIURE,Altres espais
825410008,Osona,l'Esquirol,AGRUPACIÓ ESPORTIVA CORCÓ,CAM
825410012,Osona,l'Esquirol,CAMP DE FUTBOL DE CANTONIGRÒS,CAM
825410004,Osona,l'Esquirol,CAMP DE FUTBOL SANT MARTÍ SESCORTS,CAM
825410014,Osona,l'Esquirol,ESPAI D'ACTIVITAT FÍSICA PL. QUIRZE PARÉS,Altres espais
825410011,Osona,l'Esquirol,PAVELLÓ MUNICIPAL,PAV
825410013,Osona,l'Esquirol,SKATE PARK C. CABRERA,Altres espais
825410009,Osona,l'Esquirol,ZONA ESPORTIVA MUNICIPAL,POL
808320013,Osona,Folgueroles,ÀREA D'ACTIVITAT FÍSICA C. CAMPET,Altres espais
808320012,Osona,Folgueroles,CAMP DE FUTBOL C. RASTELL,CAM
808320002,Osona,Folgueroles,CAMP DE FUTBOL MUNICIPAL,CAM
808320004,Osona,Folgueroles,NOVES PISCINES MUNICIPALS,PAL
808320003,Osona,Folgueroles,PAVELLÓ MUNICIPAL D'ESPORTS,PAV
808320015,Osona,Folgueroles,PAVELLÓ POLIESPORTIU MUNICIPAL LES ALZINES,PAV
810000017,Osona,Gurb,ÀREA D'ACTIVITAT FÍSICA PL. DE L'AJUNTAMENT,Altres espais
810000005,Osona,Gurb,CAMP DE FUTBOL MUNICIPAL,CAM
810000009,Osona,Gurb,FUTBOL ATLÉTICO LA CABRA,CAM
810000016,Osona,Gurb,GIMNÀS WELLNESS,SAL
810000004,Osona,Gurb,PAVELLÓ MUNICIPAL,PAV
810000027,Osona,Gurb,SKATE PARK GURB,Altres espais
810000020,Osona,Gurb,ZONA ESPORTIVA URBANITZACIÓ SERRABONICA,POL
810940005,Osona,Lluçà,ÀREA D'ACTIVITAT FÍSICA DEL PARC DELS ROURETS,Altres espais
810940006,Osona,Lluçà,ÀREA DE JOCS I ESPORTS JUVENILS,Altres espais
810940003,Osona,Lluçà,ZONA ESPORTIVA MUNICIPAL,CAM
811150001,Osona,Malla,PISTA POLIESPORTIVA MUNICIPAL,CAM
811200039,Osona,Manlleu,ÀREA D'ACTIVITAT DE BASQUET,Altres espais
811200018,Osona,Manlleu,ÀREA D'ACTIVITAT FÍSICA PARC D'ÀNGELA ROCA,PET
811200003,Osona,Manlleu,CAMPS DE FUTBOL MUNICIPALS,CAM
811200017,Osona,Manlleu,EMBARCADOR MUNICIPAL,Altres espais
811200032,Osona,Manlleu,ESPAI D'ACTIVITAT FÍSICA PG. DEL TER,POL
811200019,Osona,Manlleu,KORFBAL PARC DE L'ERM,Altres espais
811200004,Osona,Manlleu,PAVELLÓ MUNICIPAL D'ESPORTS,PAV
811200020,Osona,Manlleu,PISCINA MUNICIPAL DE MANLLEU,PCO
811200013,Osona,Manlleu,PISTA D'ATLETISME MUNICIPAL,CAM
811200030,Osona,Manlleu,PISTA POLIESPORTIVA LA COROMINA,POL
811200029,Osona,Manlleu,PISTES DE PETANCA PTGE. DELS HOMS,PET
811200005,Osona,Manlleu,PISTES POLIESPORTIVES LA SALLE,POL
811200021,Osona,Manlleu,ROCÒDROM CAN TIBAL·LI,Altres espais
811200014,Osona,Manlleu,SKATE PARC MANLLEU,Altres espais
811200027,Osona,Manlleu,TAULA PING-PONG PARC DELS VILADOMAT,Altres espais
811200034,Osona,Manlleu,TENNIS TAULA PASSEIG DEL TER,Altres espais
811200008,Osona,Manlleu,ZONA ESPORTIVA C. ROCA,CAM
811670002,Osona,Les Masies de Roda,CAMP MUNICIPAL LES MASIES DE RODA,CAM
811670007,Osona,Les Masies de Roda,PISTA POLIESPORTIVA PARC DE LES CASES NOVES,POL
811730002,Osona,Les Masies de Voltregà,CAMP DE FUTBOL VINYOLES,CAM
811730009,Osona,Les Masies de Voltregà,PAVELLÓ POLIESPORTIU DE VINYOLES,PAV
811730010,Osona,Les Masies de Voltregà,PISTA POLIESPORTIVA PL. SANT JORDI,POL
811730005,Osona,Les Masies de Voltregà,ZONA ESPORTIVA MUNICIPAL,CAM
813110006,Osona,Montesquiu,ÀREA D'ACTIVITAT FÍSICA DE LA PÈRGOLA,POL
813110004,Osona,Montesquiu,PISCINES MUNICIPALS,PAL
813110007,Osona,Montesquiu,ZONA D'ESBARJO LA FONT D'EN NANDO,PET
813110001,Osona,Montesquiu,ZONA ESPORTIVA,PAV
812900004,Osona,Muntanyola,PISCINA MUNICIPAL,SAL
812900002,Osona,Muntanyola,ZONA ESPORTIVA MUNICIPAL,POL
814960005,Osona,Olost,BÚLDER CAL FERRER,Altres espais
814960003,Osona,Olost,CAMP DE FUTBOL STA. CREU DE JUTGLAR,CAM
814960004,Osona,Olost,ZONA ESPORTIVA MUNICIPAL,PAV
815160003,Osona,Oristà,CAMP DE FUTBOL MUNICIPAL,CAM
815160007,Osona,Oristà,ESPAI D'ACTIVITAT FÍSICA PL. CATALUNYA,Altres espais
815160001,Osona,Oristà,PISTA POLIESPORTIVA MUNICIPAL,POL
815160002,Osona,Oristà,"PISTA POLIESPORTIVA MUNICIPAL ""TORRE""",POL
815160006,Osona,Oristà,SALA MUNICIPAL D'ORISTÀ,SAL
815160009,Osona,Oristà,SALA MUNICIPAL LA TORRE D'ORISTÀ,SAL
815160008,Osona,Oristà,TENNIS TAULA PL. DE L'ESGLÉSIA,Altres espais
816070002,Osona,Perafita,PAVELLÓ POLIESPORTIU MUNICIPAL,PAV
817120008,Osona,Prats de Lluçanès,CAMP FUTBOL MUNICIPAL,CAM
817120003,Osona,Prats de Lluçanès,CLUB TENNIS PRATS,TEN
817120005,Osona,Prats de Lluçanès,PAVELLÓ POLIESPORTIU MUNICIPAL,PAV
817120007,Osona,Prats de Lluçanès,PISCINES MUNICIPALS,PAL
817120006,Osona,Prats de Lluçanès,PISTA POLIESPORTIVA MUNICIPAL,POL
817120011,Osona,Prats de Lluçanès,SKATE PARK C. NOU,Altres espais
818310003,Osona,Roda de Ter,CAMP DE FUTBOL,CAM
818310011,Osona,Roda de Ter,CIRCUIT ESPORTIU I DE SALUT,Altres espais
818310007,Osona,Roda de Ter,CIRCUIT URBÀ D'ESPORT I SALUT,Altres espais
818310014,Osona,Roda de Ter,ESPAI D'ACTIVITAT FÍSICA C. COLLSACABRA,POL
818310002,Osona,Roda de Ter,PISCINES MUNICIPALS,PAL
818310006,Osona,Roda de Ter,PISTA DE BÀSQUET DEL BARRI DE SANT SEBASTIÀ,POL
818310015,Osona,Roda de Ter,PISTES C. DE LA COOPERACIÓ,CAM
818310013,Osona,Roda de Ter,PISTES DE PETANCA AV. TECLA SALA,PET
818310012,Osona,Roda de Ter,PISTES DE PETANCA CLUB DE PETANCA RODA I CAMP DE FUTBOL,CAM
818310020,Osona,Roda de Ter,TENNIS TAULA AV. PUIGMAL,Altres espais
818310018,Osona,Roda de Ter,TENNIS TAULA C. SANT JORDI,Altres espais
818310019,Osona,Roda de Ter,TENNIS TAULA PL. DE LES TRES FONTS,Altres espais
818310017,Osona,Roda de Ter,TENNIS TAULA PL. SEBASTIÀ ÀLVAREZ,Altres espais
818310016,Osona,Roda de Ter,TENNIS TAULA PLA XIC,Altres espais
818310009,Osona,Roda de Ter,ZONA ESPORTIVA MUNICIPAL,PAV
890190009,Osona,Rupit i Pruit,CAMP DE FUTBOL MUNICIPAL,CAM
890190011,Osona,Rupit i Pruit,PISCINA MUNICIPAL,PAL
890190012,Osona,Rupit i Pruit,PISTA POLIESPORTIVA MUNICIPAL,POL
819950007,Osona,Sant Bartomeu del Grau,CAMP DE FUTBOL,CAM
819950005,Osona,Sant Bartomeu del Grau,ESPAI D'ACTIVITAT FÍSICA DEL C. DE LES TRES CREUS,PET
819950006,Osona,Sant Bartomeu del Grau,PISCINES MUNICIPALS,PAL
819950003,Osona,Sant Bartomeu del Grau,PISTA POLIESPORTIVA MUNICIPAL,POL
819950004,Osona,Sant Bartomeu del Grau,PISTES ESPORTIVES LA CODINA,POL
820160006,Osona,Sant Boi de Lluçanès,ÀREA D'ACTIVITAT FÍSICA DEL PARC FONT DE LA PRESA,PET
820160007,Osona,Sant Boi de Lluçanès,ESPAI D'ACTIVITAT FÍSICA PL. DR. P.PONT,Altres espais
820160009,Osona,Sant Boi de Lluçanès,ESPAI D'ACTIVITAT FÍSICA PL. NOVA,Altres espais
820160008,Osona,Sant Boi de Lluçanès,"LOCAL SOCIAL ""EL CENTRE""",SAL
820160005,Osona,Sant Boi de Lluçanès,ZONA ESPORTIVA MUNICIPAL,CAM
821530010,Osona,Sant Hipòlit de Voltregà,ÀREA D'ACTIVITAT FÍSICA PARC MARE TERESA,Altres espais
821530009,Osona,Sant Hipòlit de Voltregà,ÀREA D'ACTIVITAT FÍSICA PTGE. PARÉS,Altres espais
821530005,Osona,Sant Hipòlit de Voltregà,CAMP DE FUTBOL MUNICIPAL,CAM
821530002,Osona,Sant Hipòlit de Voltregà,CLUB DE PETANCA VOLTREGÀ,PET
821530004,Osona,Sant Hipòlit de Voltregà,PAVELLÓ MUNICIPAL,PAV
821530003,Osona,Sant Hipòlit de Voltregà,PAVELLÓ MUNICIPAL D'ESPORTS VICTORIÀ OLIVERAS,PAV
822050006,Osona,Sant Julià de Vilatorta,CAMP FUTBOL C.F. SANT JULIÀ,CAM
822050013,Osona,Sant Julià de Vilatorta,CASAL D'AVIS FONT NOGUERA,SAL
822050010,Osona,Sant Julià de Vilatorta,PAVELLÓ ESPORTIU MUNICIPAL,PAV
822050009,Osona,Sant Julià de Vilatorta,PISCINA MUNICIPAL,POL
822050008,Osona,Sant Julià de Vilatorta,PISTA POLIESPORTIVA MUNICIPAL,POL
822050015,Osona,Sant Julià de Vilatorta,SKATE PARK,Altres espais
822510001,Osona,Sant Martí d'Albars,ÀREA D'ACTIVITAT FÍSICA PL. DE L'ESGLÉSIA,Altres espais
822510002,Osona,Sant Martí d'Albars,PISTA POLIESPORTIVA,POL
822480003,Osona,Sant Martí de Centelles,PISTA POLIESPORTIVA DE L'OLLER,POL
823310011,Osona,Sant Pere de Torelló,ÀREA DE JOCS INFANTILS ZONA LA RIERA,CAM
823310004,Osona,Sant Pere de Torelló,CAMP D'ESPORTS PEP ALEIX,CAM
823310010,Osona,Sant Pere de Torelló,CASAL MUNICIPAL CULTURAL,SAL
823310014,Osona,Sant Pere de Torelló,CENTRE DE SERVEIS PER GENT GRAN,Altres espais
823310008,Osona,Sant Pere de Torelló,CLUB D'ESCACS SANT PERE,SAL
823310017,Osona,Sant Pere de Torelló,ESPAI LÚDIC ESPORTIU EL MAS,PET
823310003,Osona,Sant Pere de Torelló,PAVELLÓ MUNICIPAL D'ESPORTS,PAV
823310005,Osona,Sant Pere de Torelló,PISCINES MUNICIPALS,PAL
823310007,Osona,Sant Pere de Torelló,PISTA PL. CATALUNYA,POL
823310012,Osona,Sant Pere de Torelló,ZONA DE PESCA DEL VIVER,Altres espais
823780006,Osona,Sant Quirze de Besora,CAMP MUNICIPAL D'ESPORTS,CAM
823780004,Osona,Sant Quirze de Besora,CLUB DE TENNIS SANT QUIRZE DE BESORA,TEN
823780007,Osona,Sant Quirze de Besora,ESPAI D'ACTIVITAT FÍSICA PL. COMTESSA ERMESSENDA,Altres espais
823780011,Osona,Sant Quirze de Besora,ESPAI DE PETANCA PLAÇA DE LES MONGES,PET
823780012,Osona,Sant Quirze de Besora,PARC MUNICIPAL,POL
823780003,Osona,Sant Quirze de Besora,PAVELLÓ POLIESPORTIU MUNICIPAL,PAV
823780005,Osona,Sant Quirze de Besora,PISCINES MUNICIPALS,PAL
823780010,Osona,Sant Quirze de Besora,PISTA POLIESPORTIVA PUIGSACALM,POL
826520009,Osona,Sant Vicenç de Torelló,ÀREA D'ACTIVITAT FÍSICA PL. DEL MONTSENY,POL
826520008,Osona,Sant Vicenç de Torelló,ÀREA D'ACTIVITAT FÍSICA PLAÇA DE LA SAGRADA FAMÍLI,Altres espais
826520003,Osona,Sant Vicenç de Torelló,CAMP DE FUTBOL VILA-SECA,CAM
826520015,Osona,Sant Vicenç de Torelló,CAMP D'ESPORTS,CAM
826520006,Osona,Sant Vicenç de Torelló,CAMP MUNICIPAL D'ESPORTS,CAM
826520013,Osona,Sant Vicenç de Torelló,EL TOLL ESPAI LÚDIC I DE SALUT PER LA GENT GRAN,Altres espais
826520010,Osona,Sant Vicenç de Torelló,ESPAI D'ACTIVITAT FÍSICA DEL PLA DE CAN SALVANS,POL
826520014,Osona,Sant Vicenç de Torelló,ESPAI LÚDIC PLAÇA 11 DE SETEMBRE,PET
826520016,Osona,Sant Vicenç de Torelló,PISCINES MUNICIPALS,PAL
826520005,Osona,Sant Vicenç de Torelló,POLIESPORTIU MUNICIPAL,PAV
826520012,Osona,Sant Vicenç de Torelló,SALA POLIVALENT AJUNTAMENT,SAL
826520011,Osona,Sant Vicenç de Torelló,SKATE PARK,Altres espais
826520001,Osona,Sant Vicenç de Torelló,ZONA ESPORTIVA DE BORGONYÀ,CAM
824600007,Osona,Santa Eugènia de Berga,CAMP DE FUTBOL 7 CAN BOLLÓ,CAM
824600004,Osona,Santa Eugènia de Berga,CAMP DE FUTBOL SOT DE LES BRUIXES,CAM
824600003,Osona,Santa Eugènia de Berga,PAVELLÓ POLIESPORTIU MUNICIPAL,PAV
824600001,Osona,Santa Eugènia de Berga,PISTA POLIESPORTIVA URB CREU DEL CIM,POL
824600011,Osona,Santa Eugènia de Berga,SKATE PARK,Altres espais
824760003,Osona,Santa Eulàlia de Riuprimer,CAMP DE FUTBOL C.F. RIUPRIMER,CAM
824760004,Osona,Santa Eulàlia de Riuprimer,PISCINA MUNICIPAL,PAL
824760008,Osona,Santa Eulàlia de Riuprimer,PISTA POLIESPORTIVA - ZONA DEL RIU,POL
824760005,Osona,Santa Eulàlia de Riuprimer,RUTA BTT,Altres espais
824760007,Osona,Santa Eulàlia de Riuprimer,ZONA ESPORTIVA PL. NOVA,POL
825360001,Osona,Santa Maria de Besora,CAMP DE FUTBOL,POL
825360004,Osona,Santa Maria de Besora,PAVELLÓ MUNICIPAL,PAV
825360003,Osona,Santa Maria de Besora,ZONA ESPORTIVA MUNICIPAL,POL
826900020,Osona,Seva,ÀREA D'ACTIVITAT FÍSICA PL. DE LA CREU,Altres espais
826900012,Osona,Seva,CAMP DE FUTBOL DE SANT MIQUEL,CAM
826900013,Osona,Seva,CAMP DE FUTBOL U.E. SEVA,CAM
826900009,Osona,Seva,CLUB TENNIS SEVA,SAL
826900017,Osona,Seva,PISTA POLIESPORTIVA SANT ANTONI,POL
826900007,Osona,Seva,ROURES PARC,PAL
826900002,Osona,Seva,SKATE PARK DE LA QUADRADA,Altres espais
827110003,Osona,Sobremunt,CAMP DE FUTBOL MUNICIPAL,CAM
827110004,Osona,Sobremunt,ESPAI D'ACTIVITAT FÍSICA DEL COLLET,Altres espais
827110001,Osona,Sobremunt,SALA POLIVALENT DE CAL TIC,SAL
827110002,Osona,Sobremunt,TENNIS TAULA CAL TIC,Altres espais
827260002,Osona,Sora,CAMP DE CUSSONS,CAM
827260001,Osona,Sora,PISTA POLIESPORTIVA I TENNIS TAULA,POL
827850012,Osona,Taradell,CAMP DE FUTBOL TARADELL,CAM
827850016,Osona,Taradell,CAMP MUNICIPAL D'ESPORTS LA ROUREDA,CAM
827850013,Osona,Taradell,CLUB DEL PARC D'ESPORTS DE TARADELL,POL
827850017,Osona,Taradell,ESPAI D'AIGUA I SALUT,PCO
827850010,Osona,Taradell,PAVELLÓ MUNICIPAL D'ESPORTS EL PUJOLÓ,PAV
827850018,Osona,Taradell,PISTA POLIESPORTIVA BARRI DEL SOL,POL
827850022,Osona,Taradell,PISTA POLIESPORTIVA DEL GURRI,POL
827850019,Osona,Taradell,PISTA POLIESPORTIVA JOAN SEGARRA,POL
827850020,Osona,Taradell,PISTES MUNICIPALS DE PETANCA,PET
827500004,Osona,Tavèrnoles,ÀREA ESCALADA DE SABASSONA,Altres espais
827500009,Osona,Tavèrnoles,CAMP DE FUTBOL MUNICIPAL,CAM
827500010,Osona,Tavèrnoles,SALA POLIVALENT,SAL
828020012,Osona,Tavertet,ÀREA D'ACTIVITAT FÍSICA PL. DE L'AJUNTAMENT,Altres espais
828020006,Osona,Tavertet,PISCINES MUNICIPALS,PAL
828020005,Osona,Tavertet,PISTA POLIESPORTIVA,POL
828300028,Osona,Tona,ÀREA D'ACTIVITAT FÍSICA DEL PARC FONT TORDERA,POL
828300001,Osona,Tona,CAMP DE FUTBOL MUNICIPAL,CAM
828300021,Osona,Tona,CAMP DE TIR,Altres espais
828300019,Osona,Tona,PARC ROQUETA,POL
828300008,Osona,Tona,PAVELLÓ MUNICIPAL D'ESPORTS,PAV
828300015,Osona,Tona,PISCINA MUNICIPAL,PAL
828300024,Osona,Tona,PISTA C. INDÚSTRIA,POL
828300025,Osona,Tona,PISTA PL. DEL NOI DE TONA,POL
828300020,Osona,Tona,PISTES DE PETANCA MUNICIPALS,PET
828300022,Osona,Tona,SKATE PARC APARCAMENT ZONA ESPORTIVA,Altres espais
828580011,Osona,Torelló,ÀREA D'ACTIVITAT FÍSICA PL. ALZINAR,PET
828580014,Osona,Torelló,CAMPS I PISTES MUNICIPALS,CAM
828580023,Osona,Torelló,CENTRE DE LA PARRÒQUIA,SAL
828580024,Osona,Torelló,ÈGORA TORELLÓ CENTRE ESPORTIU MUNICIPAL,PCO
828580004,Osona,Torelló,ESPAI SUPER T,SAL
828580013,Osona,Torelló,PAVELLÓ MUNICIPAL,PAV
828580018,Osona,Torelló,PISCINES MUNICIPALS,PAL
828580028,Osona,Torelló,PISTA C. PUIGDASSALIT,POL
828580019,Osona,Torelló,PISTA POLIESPORTIVA BARRI DE MONTSERRAT,POL
828580040,Osona,Torelló,SALA POLIVALENT,PAV
828580032,Osona,Torelló,TENNIS TAULA C. COLOMER,Altres espais
828580027,Osona,Torelló,ZONA ESPORTIVA PARC DE LA CABANYA,POL
829810111,Osona,Vic,ÀREA D'ACTIVITAT FÍSICA C. LAURA,Altres espais
829810131,Osona,Vic,AREA D'ACTIVITAT FÍSICA C. SANT JAUME,Altres espais
829810097,Osona,Vic,ÀREA D'ACTIVITAT FÍSICA PARC DE L'ERA D'EN SELLÉS,Altres espais
829810094,Osona,Vic,ÀREA ESPORTIVA AV. PAÏSOS CATALANS,Altres espais
829810026,Osona,Vic,CAMP MUNICIPAL DE BEISBOL,CAM
829810020,Osona,Vic,CAMP MUNICIPAL DE FUTBOL,CAM
829810021,Osona,Vic,CAMP MUNICIPAL DE FUTBOL RAMON CUNILL,CAM
829810025,Osona,Vic,CAMP MUNICIPAL DE RUGBI,CAM
829810046,Osona,Vic,CENTRE CÍVIC EL MONTSENY,POL
829810073,Osona,Vic,CENTRE DE BTT PLANA DE VIC,Altres espais
829810011,Osona,Vic,CIRCUIT D'OSONA,Altres espais
829810072,Osona,Vic,CIRCUIT MUNICIPAL DE BICICLETES,Altres espais
829810018,Osona,Vic,CLUB PETANCA SANTA ANNA,PET
829810143,Osona,Vic,EDIFICI DE CIÈNCIES DE L'ACTIVITAT FÍSICA I L'ESPORT,SAL
829810116,Osona,Vic,ESPAI D'ACTIVITAT FÍSICA C. DE LES FLORS,Altres espais
829810096,Osona,Vic,ESPAI D'ACTIVITAT FÍSICA C. HOSPITAL DEL CLOQUÉ,Altres espais
829810095,Osona,Vic,ESPAI D'ACTIVITAT FISICA RDA DELS AUSETANS,Altres espais
829810027,Osona,Vic,PAVELLÓ MUNICIPAL DE L'AUSONETA,PAV
829810022,Osona,Vic,PAVELLÓ MUNICIPAL DEL CASTELL D'EN PLANES,PAV
829810048,Osona,Vic,PISCINES MUNICIPALS JOAN RIERA RIUS,PCO
829810017,Osona,Vic,PISTA POLIESPORTIVA BARRI SANTA ANNA,POL
829810121,Osona,Vic,PISTA POLIESPORTIVA C. MIQUEL LLOR,POL
829810013,Osona,Vic,PISTES DE PETANCA C. ALFONS IV EL MAGNÀNIM,PET
829810019,Osona,Vic,PISTES MUNICIPALS D'ATLETISME JM PALLÀS,ATL
829810098,Osona,Vic,TENNIS TAULA AV. PAÏSOS CATALANS,Altres espais
829810105,Osona,Vic,ZONA ESPORTIVA C. PAU VILA,POL
829810016,Osona,Vic,ZONA ESPORTIVA HORTA VERMELLA,POL
829810024,Osona,Vic,ZONA ESPORTIVA PARC MONSENYOR ESTEVE ORRIOLS I MAR,POL
829810015,Osona,Vic,ZONA ESPORTIVA PARC XAVIER ROCA,POL
830360018,Osona,Vilanova de Sau,CAMP MUNICIPAL DE FUTBOL,CAM
830360019,Osona,Vilanova de Sau,PISCINES MUNICIPALS,PAL
830360029,Osona,Vilanova de Sau,PISTA POLIESPORTIVA,POL
830360008,Osona,Vilanova de Sau,SALA DE GIMNÀS AJUNTAMENT,SAL
808260001,Selva,Fogars de la Selva,CAMP DE FUTBOL MUNICIPAL,CAM
808260002,Selva,Fogars de la Selva,PISTA POLIESPORTIVA MUNICIPAL,POL
808260005,Selva,Fogars de la Selva,PISTES DE PETANCA CARRER MITJANER,PET
808260004,Selva,Fogars de la Selva,PISTES MUNICIPALS CARRER JAUME BALMES,POL
890450001,Vallès Occidental,Badia del Vallès,CAMP DE FUTBOL MUNICIPAL SERGIO BUSQUETS BURGOS,CAM
890450003,Vallès Occidental,Badia del Vallès,COMPLEX ESPORTIU MUNICIPAL,PCO
890450009,Vallès Occidental,Badia del Vallès,CRUYFF COURT SERGIO BUSQUETS,POL
890450010,Vallès Occidental,Badia del Vallès,INSTAL·LACIONS ESPORTIVES MUNICIPALS,PAL
890450006,Vallès Occidental,Badia del Vallès,LLAR DEL JUBILAT I PENSIONISTA,SAL
890450011,Vallès Occidental,Badia del Vallès,ZONA POLIESPORTIVA C. MENORCA,POL
825200051,Vallès Occidental,Barberà del Vallès,ÀREA D'ACTIVITAT FÍSICA AV. VERGE MONTSERRAT,Altres espais
825200050,Vallès Occidental,Barberà del Vallès,ÀREA D'ACTIVITAT FÍSICA PARC CENTRAL,Altres espais
825200044,Vallès Occidental,Barberà del Vallès,ÀREA D'ACTIVITAT FÍSICA PARC DE CAN SERRA,Altres espais
825200029,Vallès Occidental,Barberà del Vallès,ÀREA D'ACTIVITAT FÍSICA PL. DE LA REPÚBLICA,POL
825200005,Vallès Occidental,Barberà del Vallès,CAMP DE FUTBOL  LA ROMÀNICA,CAM
825200041,Vallès Occidental,Barberà del Vallès,CAMP DE FUTBOL ANTONI SERRA I PUJOL,CAM
825200001,Vallès Occidental,Barberà del Vallès,CLUB D'ESCACS BARBERÀ,SAL
825200019,Vallès Occidental,Barberà del Vallès,IEM CAN LLOBET,PCO
825200010,Vallès Occidental,Barberà del Vallès,IEM MARIA REVERTER,PCO
825200013,Vallès Occidental,Barberà del Vallès,INSTAL·LACIÓ ESPORTIVA MUNICIPAL CAN SERRA,PAV
825200042,Vallès Occidental,Barberà del Vallès,INSTAL·LACIÓ ESPORTIVA MUNICIPAL ELISA BADIA,PAV
825200040,Vallès Occidental,Barberà del Vallès,PARC DE CA N'AMIGUET,POL
825200026,Vallès Occidental,Barberà del Vallès,PARC EUROPA,POL
825200012,Vallès Occidental,Barberà del Vallès,PISTA POLIESPORTIVA PL. GARCIA LORCA,POL
825200018,Vallès Occidental,Barberà del Vallès,PISTES MUNICIPALS DE PETANCA PARC DE CAN SERRA,PET
825200052,Vallès Occidental,Barberà del Vallès,SKATE PARK MUNICIPAL,Altres espais
805170037,Vallès Occidental,Castellar del Vallès,ÀREA D'ACTIVITAT FÍSICA PL. DE LA LLIBERTAT,POL
805170045,Vallès Occidental,Castellar del Vallès,ÀREA D'ACTIVITAT FÍSICA PL. FÀBRICA NOVA,Altres espais
805170010,Vallès Occidental,Castellar del Vallès,CAMP DE FUTBOL PEPIN VALLS,CAM
805170043,Vallès Occidental,Castellar del Vallès,CLUB DE BITLLES CASTELLAR,PET
805170005,Vallès Occidental,Castellar del Vallès,CLUB D'ESCACS CASTELLAR,SAL
805170001,Vallès Occidental,Castellar del Vallès,COMPLEX ESPORTIU DE PUIGVERD,PCO
805170023,Vallès Occidental,Castellar del Vallès,PAVELLÓ DANI PEDROSA,PAV
805170015,Vallès Occidental,Castellar del Vallès,PAVELLÓ DE PUIGVERD,PAV
805170019,Vallès Occidental,Castellar del Vallès,PAVELLÓ MUNICIPAL JOAQUIM BLUME,PAV
805170014,Vallès Occidental,Castellar del Vallès,PISTA D'ATLETISME MUNICIPAL,CAM
805170035,Vallès Occidental,Castellar del Vallès,PISTA DE BÀSQUET C. PUIG DE LA CREU,POL
805170018,Vallès Occidental,Castellar del Vallès,PISTA DE BÀSQUET PL. FRANCESC MACIÀ,POL
805170039,Vallès Occidental,Castellar del Vallès,PISTA DE PATINATGE AIRE-SOL,Altres espais
805170036,Vallès Occidental,Castellar del Vallès,PISTA POLIESPORTIVA BALCÓ DE SANT LLORENÇ,POL
805170034,Vallès Occidental,Castellar del Vallès,PISTA POLIESPORTIVA PL. DE LA MIRANDA,POL
805170024,Vallès Occidental,Castellar del Vallès,PISTA POLIESPORTIVA PL. JOAN COROMINES,POL
805170031,Vallès Occidental,Castellar del Vallès,PISTES MUNICIPALS DE TENNIS,SAL
805170013,Vallès Occidental,Castellar del Vallès,SKATE PARK MUNICIPAL,Altres espais
805170033,Vallès Occidental,Castellar del Vallès,TENNIS TAULA PL. MAJOR,Altres espais
805170038,Vallès Occidental,Castellar del Vallès,ZONA ESPORTIVA PL. DE CATALUNYA,POL
805430018,Vallès Occidental,Castellbisbal,CAMP DE FUTBOL CAN COSTA,CAM
805430017,Vallès Occidental,Castellbisbal,CAMP DE FUTBOL PARC CAN CAMPANYÀ,CAM
805430007,Vallès Occidental,Castellbisbal,CAMP MUNICIPAL D'ESPORTS,CAM
805430012,Vallès Occidental,Castellbisbal,CIRCUIT PROVISIONAL AUTOCROSS,Altres espais
805430003,Vallès Occidental,Castellbisbal,ILLA ESPORTIVA,PCO
805430024,Vallès Occidental,Castellbisbal,PAVELLÓ ESPORTIU MONTSERRAT,PAV
