field_codi_equipament,field_comarca,field_municipi,field_nom_equipament,field_espai_principal
812340039,Baix Llobregat,Molins de Rei,ÀREA D'ACTIVITAT FÍSICA  PL. PINS,Altres espais
812340014,Baix Llobregat,Molins de Rei,ÀREA D'ACTIVITAT FÍSICA LA GRANJA,POL
812340021,Baix Llobregat,Molins de Rei,CAMP DE FUTBOL MUNICIPAL JOSEP RAICH,CAM
812340027,Baix Llobregat,Molins de Rei,CASA DE COLÒNIES CAN SANTOI,POL
812340035,Baix Llobregat,Molins de Rei,CISTELLA PARC ANTONIO MÉNDEZ,POL
812340034,Baix Llobregat,Molins de Rei,CISTELLA PLAÇA DE L'AMISTAT,POL
812340017,Baix Llobregat,Molins de Rei,CLUB DE PETANCA RIERA BONET,PET
812340055,Baix Llobregat,Molins de Rei,ESPAI D'ACTIVITAT FÍSICA C. DE CA LA CÒRDIA,Altres espais
812340007,Baix Llobregat,Molins de Rei,ESPAI D'ACTIVITAT FÍSICA PLAÇA DE LA PAU,PET
812340028,Baix Llobregat,Molins de Rei,INSTAL·LACIONS ESPORTIVES PARC MARIONA,POL
812340002,Baix Llobregat,Molins de Rei,PISCINA MUNICIPAL - CLUB NATACIÓ MOLINS DE REI,PCO
812340040,Baix Llobregat,Molins de Rei,PISTA CARRER SALVADOR ESPRIU,POL
812340033,Baix Llobregat,Molins de Rei,PISTA PLAÇA DE LA LLIBERTAT,POL
812340016,Baix Llobregat,Molins de Rei,PISTES DE PETANCA BARRI BONAVISTA,PET
812340013,Baix Llobregat,Molins de Rei,PISTES DE PETANCA INCRESA,PET
812340015,Baix Llobregat,Molins de Rei,PISTES DE PETANCA MUNICIPALS,PET
812340003,Baix Llobregat,Molins de Rei,POLIESPORTIU  MUNICIPAL,PAV
812340056,Baix Llobregat,Molins de Rei,POLIESPORTIU MUNICIPAL LA SÍNIA,PAV
812340009,Baix Llobregat,Molins de Rei,ZONA ESPORTIVA MUNICIPAL RICARD GINEBREDA,CAM
812340010,Baix Llobregat,Molins de Rei,ZONA ESPORTIVA PARC DEL LLOBREGAT,POL
814770029,Baix Llobregat,Olesa de Montserrat,"ÀREA ESCALADA DE PAPARRAS, LAS",Altres espais
814770020,Baix Llobregat,Olesa de Montserrat,CAMP FUTBOL MUNICIPAL LES PLANES,CAM
814770026,Baix Llobregat,Olesa de Montserrat,CAMP MUNICIPAL DE TIR AMB ARC AGUSTÍ VALLS,SAL
814770012,Baix Llobregat,Olesa de Montserrat,ESPAI D'ACTIVITAT FISICA PLAÇA DEL COLLET DE SANT,POL
814770023,Baix Llobregat,Olesa de Montserrat,PAVELLÓ MUNICIPAL D'ESPORTS SALVADOR BOADA,PAV
814770021,Baix Llobregat,Olesa de Montserrat,PAVELLÓ MUNICIPAL D'OLESA DE MONTSERRAT,PAV
814770037,Baix Llobregat,Olesa de Montserrat,PAVELLÓ MUNICIPAL SANT BERNAT,PAV
814770024,Baix Llobregat,Olesa de Montserrat,PISCINA D'HIVERN,PCO
814770025,Baix Llobregat,Olesa de Montserrat,PISCINES LES PLANES,PAL
814770005,Baix Llobregat,Olesa de Montserrat,PISTA ATLETISME LES PLANES,ATL
814770002,Baix Llobregat,Olesa de Montserrat,PISTA BARRI SANT BERNAT,POL
814770003,Baix Llobregat,Olesa de Montserrat,PISTA DE BARRI CARRER VALLÈS,POL
814770032,Baix Llobregat,Olesa de Montserrat,PISTA POLIESPORTIVA MUNICIPAL,POL
814770017,Baix Llobregat,Olesa de Montserrat,PISTES DE PETANCA BARRI POBLE SEC,PET
814770008,Baix Llobregat,Olesa de Montserrat,PISTES PETANCA CARRER DE L'ESCORXADOR,PET
815740036,Baix Llobregat,Pallejà,ÀREA D'ACTIVITAT FÍSICA AV. ONZE DE SETEMBRE,Altres espais
815740012,Baix Llobregat,Pallejà,ÀREA D'ACTIVITAT FÍSICA C. CERVANTES,Altres espais
815740033,Baix Llobregat,Pallejà,ÀREA D'ACTIVITAT FÍSICA C. DE LES MORERES,Altres espais
815740031,Baix Llobregat,Pallejà,"ÀREA D'ACTIVITAT FÍSICA C. SANTA MAGINA, 9",Altres espais
815740015,Baix Llobregat,Pallejà,ÀREA D'ACTIVITAT FÍSICA PARC DE LA MOLINADA,Altres espais
815740037,Baix Llobregat,Pallejà,CAMP DE FUTBOL MUNICIPAL,CAM
815740017,Baix Llobregat,Pallejà,ESPAI D'ACTIVITAT FÍSICA CASAL D'AVIS,PET
815740019,Baix Llobregat,Pallejà,ESPAI D'ACTIVITAT FÍSICA RONDA STA EULÀLIA,POL
815740038,Baix Llobregat,Pallejà,PAVELLÓ POLIESPORTIU MUNICIPAL,PAV
815740032,Baix Llobregat,Pallejà,PISTA POLIESPORTIVA C. BARCELONA,POL
815740040,Baix Llobregat,Pallejà,PISTA POLIESPORTIVA MUNICIPAL,POL
815740009,Baix Llobregat,Pallejà,PISTES DE TENNIS MUNICIPALS,TEN
815740041,Baix Llobregat,Pallejà,PISTES DE TENNIS ZONA ESPORTIVA MUNICIPAL,TEN
815740034,Baix Llobregat,Pallejà,SKATE PARC AV. ONZE DE SETEMBRE,Altres espais
815740013,Baix Llobregat,Pallejà,ZONA ESPORTIVA C. JOAN MARAGALL,PET
815740010,Baix Llobregat,Pallejà,ZONA ESPORTIVA FONTPINEDA,POL
815740001,Baix Llobregat,Pallejà,ZONA ESPORTIVA MUNICIPAL,PCO
890580023,Baix Llobregat,La Palma de Cervelló,ÀREA D'ACTIVITAT FÍSICA PARC SANTA RITA,Altres espais
890580003,Baix Llobregat,La Palma de Cervelló,CAMP DE FUTBOL MUNICIPAL LA PALMA,CAM
890580021,Baix Llobregat,La Palma de Cervelló,ESPAI D'ACTIVITAT FÍSICA PLAÇA DE L'ALIANÇA,Altres espais
890580022,Baix Llobregat,La Palma de Cervelló,INSTAL·LACIÓ ESPORTIVA CARRER ALBERES,Altres espais
890580001,Baix Llobregat,La Palma de Cervelló,INSTAL·LACIONS ESPORTIVES MUNICIPALS LA PALMA,PAV
815800002,Baix Llobregat,El Papiol,CAMP DE FUTBOL MUNICIPAL,CAM
815800001,Baix Llobregat,El Papiol,PAVELLÓ POLIESPORTIU MUNICIPAL,PAV
815800004,Baix Llobregat,El Papiol,PISCINES MUNICIPALS,PCO
815800008,Baix Llobregat,El Papiol,PISTA POLIESPORTIVA CARRER DE CA N'ESTEVE,POL
815800005,Baix Llobregat,El Papiol,PISTES DE TENNIS I PÀDEL MUNICIPALS,TEN
816910086,Baix Llobregat,El Prat de Llobregat,ÀREA D'ACTIVITAT FÍSICA ANTIC PÀRQUING PLATJA DE LA ROBERTA,Altres espais
816910091,Baix Llobregat,El Prat de Llobregat,ÀREA D'ACTIVITAT FÍSICA CAMÍ DE LA PLATJA,Altres espais
816910098,Baix Llobregat,El Prat de Llobregat,ÀREA D'ACTIVITAT FÍSICA JARDINS D'ANDALUSIA,Altres espais
816910085,Baix Llobregat,El Prat de Llobregat,ÀREA D'ACTIVITAT FÍSICA PARC FLUVIAL DEL RIU LLOBREGAT,Altres espais
816910087,Baix Llobregat,El Prat de Llobregat,ÀREA D'ACTIVITAT FÍSICA PLATJA DE CAN CAMINS,Altres espais
816910096,Baix Llobregat,El Prat de Llobregat,ÀREA DE JOCS BIOSALUDABLES JARDINS DE LLUÍS COMPANYS,Altres espais
816910097,Baix Llobregat,El Prat de Llobregat,ÀREA DE JOCS BIOSALUDABLES PARC DELS JARDINS DE LA PAU,Altres espais
816910088,Baix Llobregat,El Prat de Llobregat,ÀREA DE JOCS BIOSALUDABLES PLATJA DE CAN CAMINS,Altres espais
816910071,Baix Llobregat,El Prat de Llobregat,ÀREA DE VOLEY PLATJA DE CAN CAMINS,Altres espais
816910066,Baix Llobregat,El Prat de Llobregat,CENTRE MUNICIPAL DE VELA EL PRAT,Altres espais
816910025,Baix Llobregat,El Prat de Llobregat,COL·LEGI DE EDUCACIÓ ESPECIAL CAN RIGOL,POL
816910031,Baix Llobregat,El Prat de Llobregat,COMPLEX ESPORTIU MUNICIPAL ESTRUCH,PCO
816910005,Baix Llobregat,El Prat de Llobregat,COMPLEX ESPORTIU MUNICIPAL FONDO D'EN PEIXO,PCO
816910028,Baix Llobregat,El Prat de Llobregat,COMPLEX ESPORTIU MUNICIPAL JULIO MÉNDEZ,PAV
816910021,Baix Llobregat,El Prat de Llobregat,COMPLEX ESPORTIU MUNICIPAL SAGNIER,PCO
816910032,Baix Llobregat,El Prat de Llobregat,PARC NOU,CAM
816910039,Baix Llobregat,El Prat de Llobregat,PETANCA BARRI BARCELONETA,PET
816910043,Baix Llobregat,El Prat de Llobregat,PETANCA PL. LOUIS BRAILLE,PET
816910038,Baix Llobregat,El Prat de Llobregat,PISTA DE LA PLAÇA DE L'AVICULTOR COLOMINES I VERGÈ,POL
816910100,Baix Llobregat,El Prat de Llobregat,PISTA I SKATEPARC DELS JARDINS DE LA RIBERA,POL
816910013,Baix Llobregat,El Prat de Llobregat,PISTES DE PETANCA JARDINS DE LA RIBERA,PET
816910094,Baix Llobregat,El Prat de Llobregat,PISTES DE PETANCA PLAÇA DE LA GRANJA COLOMINAS,PET
816910010,Baix Llobregat,El Prat de Llobregat,PISTES PETANCA SANT COSME,PET
819600037,Baix Llobregat,Sant Andreu de la Barca,ASSOCIACIÓ ESPORTIVA SANT ANDREU DE LA BARCA,PAV
819600006,Baix Llobregat,Sant Andreu de la Barca,CAMP DE FUTBOL I ATLETISME,CAM
819600036,Baix Llobregat,Sant Andreu de la Barca,CAMP DE TIR AMB ARC,Altres espais
819600001,Baix Llobregat,Sant Andreu de la Barca,CIRCUIT DE BMX,Altres espais
819600032,Baix Llobregat,Sant Andreu de la Barca,CISTELLA AL CARRER ANOIA,Altres espais
819600033,Baix Llobregat,Sant Andreu de la Barca,CISTELLA AL CARRER EMPORDÀ,Altres espais
819600003,Baix Llobregat,Sant Andreu de la Barca,INSTAL·LACIONS ESPORTIVES MUNICIPALS CAN SALVI,CAM
819600019,Baix Llobregat,Sant Andreu de la Barca,PAVELLÓ POLIESPORTIU MUNICIPAL 11 DE SETEMBRE,PAV
819600027,Baix Llobregat,Sant Andreu de la Barca,PISCINA COBERTA COMPLEX ESPORTIU L'11,PCO
819600024,Baix Llobregat,Sant Andreu de la Barca,PISTA BARRI CARRER VERGE DEL CARME,POL
819600022,Baix Llobregat,Sant Andreu de la Barca,PISTA BARRI PALAU,POL
819600014,Baix Llobregat,Sant Andreu de la Barca,PISTA PLAÇA MERCÈ RODOREDA,Altres espais
819600009,Baix Llobregat,Sant Andreu de la Barca,PISTES DE LA S.G.A.B. LA SOLANA,Altres espais
819600012,Baix Llobregat,Sant Andreu de la Barca,PISTES DE PETANCA MUNICIPALS,Altres espais
819600034,Baix Llobregat,Sant Andreu de la Barca,SKATE JARDINS MARIANA PINEDA,Altres espais
819600035,Baix Llobregat,Sant Andreu de la Barca,TENNIS TAULA A LA PL. BAIX LLOBREGAT,Altres espais
819600023,Baix Llobregat,Sant Andreu de la Barca,TENNIS TAULA C. VERGE DEL CARME,Altres espais
819600011,Baix Llobregat,Sant Andreu de la Barca,TENNIS TAULA JARDINS ANTONIO MACHADO,Altres espais
819600030,Baix Llobregat,Sant Andreu de la Barca,ZONA ESPORTIVA LA COLÒNIA DE PALAU,POL
820090037,Baix Llobregat,Sant Boi de Llobregat,CAMP DE FUTBOL MUNICIPAL CASABLANCA,CAM
820090027,Baix Llobregat,Sant Boi de Llobregat,CAMP FUTBOL LA PARELLADA,CAM
820090047,Baix Llobregat,Sant Boi de Llobregat,CAMP MUNICIPAL DE BEISBOL I SOFTBOL,CAM
820090054,Baix Llobregat,Sant Boi de Llobregat,CAMP MUNICIPAL DE FUTBOL CAMPS BLANCS,CAM
820090092,Baix Llobregat,Sant Boi de Llobregat,CAMP MUNICIPAL DE FUTBOL DANI JARQUE,CAM
820090031,Baix Llobregat,Sant Boi de Llobregat,CAMP MUNICIPAL DE FUTBOL MARIANAO,CAM
820090088,Baix Llobregat,Sant Boi de Llobregat,CASAL DE BARRI CAMPS BLANCS,SAL
820090018,Baix Llobregat,Sant Boi de Llobregat,CIRCUIT FOOTING I BTT CAMÍ DEL SORRAL,Altres espais
820090017,Baix Llobregat,Sant Boi de Llobregat,CIRCUIT FORESTAL MUNTANYA DE SANT RAMON,Altres espais
820090016,Baix Llobregat,Sant Boi de Llobregat,CIRCUIT NATURAL CAMI DEL LLOR,Altres espais
820090061,Baix Llobregat,Sant Boi de Llobregat,CISTELLA DE BASQUET C. BENITO MENNI,Altres espais
820090095,Baix Llobregat,Sant Boi de Llobregat,CISTELLA DE BASQUET C. SALVADOR SEGUÍ,Altres espais
820090070,Baix Llobregat,Sant Boi de Llobregat,CISTELLA DE BASQUET PL CARMEN AMAYA,Altres espais
820090071,Baix Llobregat,Sant Boi de Llobregat,CISTELLA DE BASQUET PL. DE LA BÒVILA,Altres espais
820090096,Baix Llobregat,Sant Boi de Llobregat,CISTELLA DE BASQUET PL. DELS VINYETS,Altres espais
820090069,Baix Llobregat,Sant Boi de Llobregat,CISTELLA DE BASQUET PL. MUNTANYA DE PRADES,Altres espais
820090038,Baix Llobregat,Sant Boi de Llobregat,CLUB D' ESCACS SANT BOI - CASAL DEL BARRI MARIANAO,SAL
820090015,Baix Llobregat,Sant Boi de Llobregat,COMPLEX ESPORTIU MUNICIPAL PAU GASOL,PCO
820090078,Baix Llobregat,Sant Boi de Llobregat,EL BORI,POL
820090097,Baix Llobregat,Sant Boi de Llobregat,"ESCACS AL CARRER PL, JOAN SANROMÀ I FORNT",Altres espais
820090057,Baix Llobregat,Sant Boi de Llobregat,ESPAI CARRER MOSSEN PERE TARRES,Altres espais
820090072,Baix Llobregat,Sant Boi de Llobregat,ESPAI PL. PEDRES BLANQUES,Altres espais
820090099,Baix Llobregat,Sant Boi de Llobregat,ESPAI URBÀ PARC DE LA MUNTANYETA (C. BALDIRI ALEU),Altres espais
820090100,Baix Llobregat,Sant Boi de Llobregat,ESPAI URBÀ PARC DE LA MUNTANYETA (C. JOAN MIRÓ),Altres espais
820090028,Baix Llobregat,Sant Boi de Llobregat,ESTADI D'ATLETISME CONSTANTÍ MIRANDA,CAM
820090053,Baix Llobregat,Sant Boi de Llobregat,ESTADI MUNICIPAL DE FUTBOL JOAN BAPTISTA MILÀ,CAM
820090050,Baix Llobregat,Sant Boi de Llobregat,INSTITUCIO BALMES - CENTRE DE EDUCACIO ESPECIAL,POL
820090093,Baix Llobregat,Sant Boi de Llobregat,PARC CICLISTA SANT BOI,Altres espais
820090058,Baix Llobregat,Sant Boi de Llobregat,PISCINA MUNICIPAL LA MUNTANYETA,PAL
820090073,Baix Llobregat,Sant Boi de Llobregat,PISTA DE BASQUET C. GENERAL PRIM,POL
820090076,Baix Llobregat,Sant Boi de Llobregat,PISTA DE PATINATGE PL. DE LA GENERALITAT,Altres espais
820090056,Baix Llobregat,Sant Boi de Llobregat,PISTA POLIESPORTIVA TORRE DEL SOL,POL
820090001,Baix Llobregat,Sant Boi de Llobregat,PISTES DE BOTXES BENVIURE,PET
820090063,Baix Llobregat,Sant Boi de Llobregat,PISTES DE PETANCA C. PABLO PICASSO,PET
820090094,Baix Llobregat,Sant Boi de Llobregat,PISTES DE PETANCA CAMPS BLANCS,PET
820090039,Baix Llobregat,Sant Boi de Llobregat,PISTES MUNICIPALS DE BOTXES CASABLANCA,PET
820090002,Baix Llobregat,Sant Boi de Llobregat,PISTES MUNICIPALS DE BOTXES CIUTAT COOPERATIVA,Altres espais
820090042,Baix Llobregat,Sant Boi de Llobregat,PISTES MUNICIPALS DE BOTXES PARELLADA,PET
820090014,Baix Llobregat,Sant Boi de Llobregat,PLAÇA ANTONIO LARA,POL
820090102,Baix Llobregat,Sant Boi de Llobregat,PLAÇA ASSAMBLEA DE CATALUNYA,POL
820090064,Baix Llobregat,Sant Boi de Llobregat,PLAÇA DE L'OLIVERA,Altres espais
820090060,Baix Llobregat,Sant Boi de Llobregat,PLAÇA MERCE RODOREDA,Altres espais
820090068,Baix Llobregat,Sant Boi de Llobregat,POLIESPORTIU CAN MASSALLERA,PAV
820090040,Baix Llobregat,Sant Boi de Llobregat,POLIESPORTIU L'OLIVERA,PAV
820090036,Baix Llobregat,Sant Boi de Llobregat,POLIESPORTIU MUNICIPAL LA PARELLADA,PCO
820090124,Baix Llobregat,Sant Boi de Llobregat,PUMP TRACK INFANTIL,Altres espais
820090065,Baix Llobregat,Sant Boi de Llobregat,SKATEPARK DE SANT BOI LLOBREGAT,POL
820090125,Baix Llobregat,Sant Boi de Llobregat,"ZONA ESPORTIVA CASAL ""LA GRALLA""",POL
820420006,Baix Llobregat,Sant Climent de Llobregat,CASAL DE CULTURA,SAL
820420004,Baix Llobregat,Sant Climent de Llobregat,CENTRE L'ESPLAI QUIRRO BLAU,SAL
820420010,Baix Llobregat,Sant Climent de Llobregat,PISTA CARRER ESGLÉSIA,Altres espais
820420005,Baix Llobregat,Sant Climent de Llobregat,PISTES PETANCA,PET
820420001,Baix Llobregat,Sant Climent de Llobregat,ZONA ESPORTIVA MUNICIPAL,PAV
820800012,Baix Llobregat,Sant Esteve Sesrovires,CAMP FUTBOL MUNICIPAL,CAM
820800003,Baix Llobregat,Sant Esteve Sesrovires,CASAL SOCIAL VALLSERRAT,POL
820800013,Baix Llobregat,Sant Esteve Sesrovires,COMPLEX ESPORTIU MUNICIPAL,PCO
820800017,Baix Llobregat,Sant Esteve Sesrovires,PARC CANALS I NUBIOLA,Altres espais
820800031,Baix Llobregat,Sant Esteve Sesrovires,PARC MASÍA BACH,POL
820800010,Baix Llobregat,Sant Esteve Sesrovires,PAVELLÓ POLIESPORTIU MUNICIPAL,PAV
820800001,Baix Llobregat,Sant Esteve Sesrovires,PISTA COBERTA MUNICIPAL F. CASTELLET,POL
820800009,Baix Llobregat,Sant Esteve Sesrovires,ZONA ESPORTIVA CA N'AMAT,CAM
821140044,Baix Llobregat,Sant Feliu de Llobregat,ÀREA D'ACTIVITAT FÍSICA VERGE DE MONTSERRAT,Altres espais
821140010,Baix Llobregat,Sant Feliu de Llobregat,BRESSOL PATUFET,SAL
821140002,Baix Llobregat,Sant Feliu de Llobregat,CAMP MUNICIPAL DE FUTBOL FALGUERA,CAM
821140018,Baix Llobregat,Sant Feliu de Llobregat,CAMP MUNICIPAL DE FUTBOL LES GRASES,CAM
821140037,Baix Llobregat,Sant Feliu de Llobregat,COMPLEX MUNICIPAL DE PISCINES,PCO
821140011,Baix Llobregat,Sant Feliu de Llobregat,COS DE BOMBERS,POL
821140020,Baix Llobregat,Sant Feliu de Llobregat,ESTADI MUNICIPAL D'ATLETISME,CAM
821140035,Baix Llobregat,Sant Feliu de Llobregat,PALAU MUNICIPAL D'ESPORTS JUAN CARLOS NAVARRO,PAV
821140098,Baix Llobregat,Sant Feliu de Llobregat,PARC STREET WORKOUT,Altres espais
821140038,Baix Llobregat,Sant Feliu de Llobregat,PAVELLÓ MUNICIPAL D'ESPORTS ANDREY XEPKIN,PAV
821140001,Baix Llobregat,Sant Feliu de Llobregat,PISCINA MUNICIPAL DE L'ESCORXADOR,PAL
821140045,Baix Llobregat,Sant Feliu de Llobregat,PISTA DE LLEURE CAN CALDERS,POL
821140047,Baix Llobregat,Sant Feliu de Llobregat,PISTA DE LLEURE LES GRASES,POL
821140051,Baix Llobregat,Sant Feliu de Llobregat,PISTA PLAÇA DEL CASAL DE JOVES,Altres espais
821140019,Baix Llobregat,Sant Feliu de Llobregat,PISTES DE PETANCA LA SAUT,PET
821140014,Baix Llobregat,Sant Feliu de Llobregat,PISTES DE PETANCA MUNICIPALS,PET
821140015,Baix Llobregat,Sant Feliu de Llobregat,PISTES DE PETANCA PARC DEL LLOBREGAT,PET
821140016,Baix Llobregat,Sant Feliu de Llobregat,PISTES DE PETANCA SAN JOSÉ,PET
821140049,Baix Llobregat,Sant Feliu de Llobregat,SKATEPARK MUNICIPAL,Altres espais
821140048,Baix Llobregat,Sant Feliu de Llobregat,TENNIS TAULA CARRER JOAN N. GARCIA NIET,Altres espais
821140050,Baix Llobregat,Sant Feliu de Llobregat,ZONA ESPORTIVA PLAÇA DEL CONSELL D'INFANTS,POL
821720069,Baix Llobregat,Sant Joan Despí,ÀREA D'ACTIVITAT FÍSICA PL. LLUÍS COMPANYS,Altres espais
821720013,Baix Llobregat,Sant Joan Despí,CAMP DE FUTBOL LES PLANES,CAM
821720010,Baix Llobregat,Sant Joan Despí,CAMP DE FUTBOL MUNICIPAL CENTRE,CAM
821720017,Baix Llobregat,Sant Joan Despí,CENTRE ESPORTIU MUNICIPAL DE TENNIS,SAL
821720051,Baix Llobregat,Sant Joan Despí,CENTRE POLIESPORTIU UGALDE,POL
821720035,Baix Llobregat,Sant Joan Despí,EQUIPAMENTS ESPORTIUS PARC DEL MILENARI,CAM
821720041,Baix Llobregat,Sant Joan Despí,PARC CICLISTA DEL LLOBREGAT,Altres espais
821720030,Baix Llobregat,Sant Joan Despí,PARC DE LA FONTSANTA,POL
821720033,Baix Llobregat,Sant Joan Despí,PARC SOL SOLET,POL
821720024,Baix Llobregat,Sant Joan Despí,PISCINES MUNICIPALS RECREATIVES FONTSANTA,PAL
821720006,Baix Llobregat,Sant Joan Despí,PISTA ARQUITECTE JUJOL,POL
821720087,Baix Llobregat,Sant Joan Despí,PISTA DE BÀSQUET CAMÍ DEL MIG,POL
821720016,Baix Llobregat,Sant Joan Despí,PISTA POLIESPORTIVA PARC SANT PANCRAÇ,POL
821720042,Baix Llobregat,Sant Joan Despí,PISTA POLIESPORTIVA REDISENCIAL SANT JOAN,POL
821720008,Baix Llobregat,Sant Joan Despí,PISTES DE PETANCA FONTSANTA,PET
821720036,Baix Llobregat,Sant Joan Despí,POLIESPORTIU DEL MIG,PAV
821720034,Baix Llobregat,Sant Joan Despí,POLIESPORTIU MUNICIPAL FRANCESC CALVET,PCO
821720004,Baix Llobregat,Sant Joan Despí,POLIESPORTIU SALVADOR GIMENO,PCO
821720019,Baix Llobregat,Sant Joan Despí,TORREBLANCA 1,POL
821720029,Baix Llobregat,Sant Joan Despí,TORREBLANCA 2,POL
822120013,Baix Llobregat,Sant Just Desvern,ASPROSEAT,POL
822120012,Baix Llobregat,Sant Just Desvern,"C.P. WALDEN, 7 ( DRETA )",POL
822120011,Baix Llobregat,Sant Just Desvern,CAMP DE FUTBOL,CAM
822120005,Baix Llobregat,Sant Just Desvern,COMPLEX ESPORTIU MUNICIPAL LA BONAIGUA,PCO
822120004,Baix Llobregat,Sant Just Desvern,FRONTÓ SALVADOR ESPRIU,FRO
822120008,Baix Llobregat,Sant Just Desvern,JOCS JOVENÍVOLS,POL
822120024,Baix Llobregat,Sant Just Desvern,PISTA AV. INDÚSTRIA,POL
822120023,Baix Llobregat,Sant Just Desvern,PISTA CARRER CANIGÓ,POL
826340009,Baix Llobregat,Sant Vicenç dels Horts,ÀREA D'ACTIVITAT FÍSICA C. ÀNGEL GUIMERÀ,Altres espais
826340005,Baix Llobregat,Sant Vicenç dels Horts,CAMP DE FUTBOL LA GUÀRDIA,CAM
826340006,Baix Llobregat,Sant Vicenç dels Horts,CAMP DE FUTBOL MUNICIPAL LA BARRUANA,CAM
826340011,Baix Llobregat,Sant Vicenç dels Horts,CEM SANT VICENÇ DELS HORTS - PISCINA MONTSERRAT CA,PCO
826340035,Baix Llobregat,Sant Vicenç dels Horts,CLUB PETANCA EL TREVOL AVINGUDA FERROCARRIL,PET
826340037,Baix Llobregat,Sant Vicenç dels Horts,CLUB TENNIS TAULA DELS HORTS 2000,SAL
826340008,Baix Llobregat,Sant Vicenç dels Horts,PAVELLÓ POLIESPORTIU MUNICIPAL SANT JOSEP,PAV
826340002,Baix Llobregat,Sant Vicenç dels Horts,PISCINA D'ESTIU SANT ANTONI - LA BLAVA,PAL
826340040,Baix Llobregat,Sant Vicenç dels Horts,PISTA CARRER CLAVEROL,POL
826340007,Baix Llobregat,Sant Vicenç dels Horts,PISTA POLIESPORTIVA (ASS. DE VEÏNS CAN COSTA),POL
826340004,Baix Llobregat,Sant Vicenç dels Horts,PISTA POLIESPORTIVA CARRER CADIS,POL
826340036,Baix Llobregat,Sant Vicenç dels Horts,PISTA POLIESPORTIVA CARRER VELAZQUEZ,POL
826340033,Baix Llobregat,Sant Vicenç dels Horts,PISTA POLIESPORTIVA LA GUARDIA,POL
826340034,Baix Llobregat,Sant Vicenç dels Horts,PISTA POLIESPORTIVA MUNICIPAL FRANCESC MACIÀ,POL
826340013,Baix Llobregat,Sant Vicenç dels Horts,PISTES DE PETANCA - CLUB DE PETANCA LA GUARDIA,PET
826340014,Baix Llobregat,Sant Vicenç dels Horts,PISTES DE PETANCA C.P.B.B.V.,PET
824440004,Baix Llobregat,Santa Coloma de Cervelló,CAMP DE FUTBOL EUSEBI GÜELL,CAM
824440002,Baix Llobregat,Santa Coloma de Cervelló,CAMP PLAÇA CAMET,CAM
824440005,Baix Llobregat,Santa Coloma de Cervelló,PAVELLÓ POLIESPORTIU MUNICIPAL,PAV
824440013,Baix Llobregat,Santa Coloma de Cervelló,PISTES AV. ONZE DE SETEMBRE,POL
824440010,Baix Llobregat,Santa Coloma de Cervelló,PLAÇA BENET BARCELONA,PET
824440009,Baix Llobregat,Santa Coloma de Cervelló,PLAÇA DE LES VINYES,Altres espais
824440011,Baix Llobregat,Santa Coloma de Cervelló,PLAÇA PALMERA,Altres espais
828960008,Baix Llobregat,Torrelles de Llobregat,BIKE PARK,Altres espais
828960004,Baix Llobregat,Torrelles de Llobregat,CENTRE ESPORTIU MUNICIPAL CAN COLL,POL
828960006,Baix Llobregat,Torrelles de Llobregat,CENTRE ESPORTIU MUNICIPAL CAN ROIG,CAM
828960009,Baix Llobregat,Torrelles de Llobregat,FRONTÓ MUNICIPAL CAN ROIG,FRO
828960003,Baix Llobregat,Torrelles de Llobregat,FRONTÓ URB. CESALPINA,FRO
828960012,Baix Llobregat,Torrelles de Llobregat,PISTES DE PETANCA C. PUIG VICENÇ,PET
829560017,Baix Llobregat,Vallirana,ÀREA D'ACTIVITAT FÍSICA PARC CENTRAL,Altres espais
829560011,Baix Llobregat,Vallirana,CAMP DE FUTBOL MUNICIPAL,CAM
829560009,Baix Llobregat,Vallirana,COMPLEX ESPORTIU MUNICIPAL VALLIRANA,PCO
829560014,Baix Llobregat,Vallirana,ESPAI CÍVIC LA BARQUERA,CAM
829560018,Baix Llobregat,Vallirana,ESPAI CÍVIC LES BASSIOLES,POL
829560022,Baix Llobregat,Vallirana,ESPAI CÍVIC LES SEDES,POL
829560016,Baix Llobregat,Vallirana,ESPAI D'ACTIVITAT FÍSICA PARC DE LA FONT DEL RECTO,Altres espais
829560028,Baix Llobregat,Vallirana,PAVELLÓ MUNICIPAL DE VALLIRANA,PAV
829560007,Baix Llobregat,Vallirana,PISTA POLIESPORTIVA LES CASETES DE'N MUNTANER,POL
829560012,Baix Llobregat,Vallirana,PISTA POLIESPORTIVA MUNICIPAL CARRER MAJOR,POL
830150002,Baix Llobregat,Viladecans,ATRIUM VILADECANS ESPORTS,PCO
830150035,Baix Llobregat,Viladecans,CAMP DE FUTBOL MUNICIPAL DE VILADECANS,CAM
830150037,Baix Llobregat,Viladecans,CAMP DE FUTBOL MUNICIPAL TORRE-ROJA,CAM
830150041,Baix Llobregat,Viladecans,ESTADI MUNICIPAL DE BEISBOL,CAM
830150049,Baix Llobregat,Viladecans,MANCOMUNITAT CAN SELLARÈS,CAM
830150010,Baix Llobregat,Viladecans,PARC DE LA PAU,PET
830150012,Baix Llobregat,Viladecans,PARC DE LA RIERA DE SANT CLIMENT,Altres espais
830150019,Baix Llobregat,Viladecans,PISTA DE PATINATGE,Altres espais
830150066,Baix Llobregat,Viladecans,PISTA DE PATINATGE PARC DE LA TORRE ROJA,Altres espais
